Region,Installation,RPUID,Asset_Name,build_dt,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
MCIPAC,MCB Butler,51542,INDOOR PHYSICAL FIT CTR (MCCS),1993,80,,15-Feb-18,3452892.93,13216,261.2661115,80,N,Q2
MCIPAC,MCB Butler,51620,MWR FOOD SERVICE (MCCS),1989,84,89,09-May-17,3133805.72,13216,237.1221035,89,Y,Q1
MCIPAC,MCB Butler,51623,ADMIN OFFICE,1955,73,,11-Jan-18,41907752.26,13216,3170.986097,73,N,Q2
MCIPAC,MCB Butler,51626,EDUCATION SERVICES (MCCS),1991,80,,22-Jan-18,-946382.5,13216,-71.60884534,80,N,Q2
MCIPAC,MCB Butler,51643,BN CO HQS,1954,75,,12-Jan-18,-1605.86,13216,-0.121508777,75,N,Q2
MCIPAC,MCB Butler,51845,SPOT LAUNDRY MAT/TEEN CENTER,1980,85,,31-Jan-18,-391553.12,13216,-29.62720339,85,N,Q1
MCIPAC,MCB Butler,52089,BAYVIEW ENLISTED CLUB MCCS (USG),1965,82,88,11-May-17,1658187.46,13216,125.4681795,88,Y,Q1
MCIPAC,MCB Butler,52159,CAR CARE CENTER,1992,91,,09-Feb-18,18111466.38,13216,1370.419672,91,N,Q1
MCIPAC,MCB Butler,52319,AUTO MAINT (MCCS),1961,85,,08-Jan-18,-12070483.88,13216,-913.3235381,85,N,Q1
MCIPAC,MCB Butler,52321,GEN PURP WHSE (MCCS),2005,92,,10-Jan-18,-9762902.9,13216,-738.7184398,92,N,Q1
MCIPAC,MCB Butler,52513,LIBRARY/EDUCATION CNTR (MCCS),2003,87,,14-Feb-18,-643878.68,13216,-48.71963378,87,N,Q1
MCIPAC,MCB Butler,52584,AUTO HOBBY SHOP,1993,83,,02-May-18,1982530.06,13216,150.0098411,83,N,Q1
MCIPAC,MCB Butler,52821,ALL HANDS CLUB (MCCS),2003,91,,25-Feb-18,29466685.65,13216,2229.622098,91,N,Q1
MCIPAC,MCB Butler,52821,ALL HANDS CLUB (MCCS),2003,91,84,06-May-17,29466685.65,13216,2229.622098,84,Y,Q1
MCIPAC,MCB Butler,52828,COURTNEY LODGE,1982,87,82,11-May-17,6497820.66,13216,491.6631855,82,Y,Q1
MCIPAC,MCB Butler,52849,CHURA WARABI CENTER,1985,88,,03-May-18,5303847.11,13216,401.3201506,88,N,Q1
MCIPAC,MCB Butler,52851,COMMUNITY SERVICES COORDINATOR OFFICE,1985,88,,03-May-18,-462705.72,13216,-35.01102603,88,N,Q1
MCIPAC,MCB Butler,52965,SNCO CLUB,1964,78,87,11-May-17,3970681.59,13216,300.4450356,87,Y,Q1
MCIPAC,MCB Butler,54058,OUTDOOR SWIMMING POOL (USG),1964,62,,20-Aug-15,-29221.3,13216,-2.211054782,62,N,Q3
MCIPAC,MCB Butler,54091,BOYS AND GIRLS SCOUTS OF AMERICA,1961,85,,27-Apr-18,276887.43,13216,20.95092539,85,N,Q1
MCIPAC,MCB Butler,54910,EDUCATIONAL SERVICES OFFICE (MCCS),1998,90,,24-Apr-18,-565636.18,13216,-42.79934776,90,N,Q1
MCIPAC,MCB Butler,55724,OUTDOOR SWIMMING POOL 35M,1991,93,,20-Aug-15,-64799.4,13216,-4.9031023,93,N,Q1
MCIPAC,MCB Butler,55728,FITNESS CENTER,1995,89,,16-May-18,960878.65,13216,72.70570899,89,N,Q1
MCIPAC,MCB Butler,55736,LIBRARY (USG),1960,80,,27-Apr-18,-213019.68,13216,-16.11831719,80,N,Q2
MCIPAC,MCB Butler,55740,TEEN CENTER/ARMY VET/MCCS BFHAP & EFMP,1956,73,,25-Apr-18,-298614.54,13216,-22.59492585,73,N,Q2
MCIPAC,MCB Butler,56565,COMMUNITY CENTER (GOJ),2002,91,,27-Mar-18,11900713.52,13216,900.4777179,91,N,Q1
MCIPAC,MCB Butler,56774,GYMNASIUM (GOJ),1994,91,,20-Mar-18,95284.31,13216,7.209769219,91,N,Q1
MCIPAC,MCB Butler,145962,YOUTH AND SAC (MCCS),1998,78,,16-Jan-18,2791266.68,13216,211.2035926,78,N,Q2
MCIPAC,MCB Butler,1043688,POOL,2010,93,,20-Aug-15,-20030.04,13216,-1.515590194,93,N,Q1
MCIPAC,MCB Butler,1045737,OCEAN BREEZE,2009,91,93,01-May-17,72080292.12,13216,5454.017261,93,Y,Q1
MCIPAC,MCB Butler,1050003,,,,,,65782712.84,13216,4977.505512,,N,Q4
MCIPAC,MCB Butler,1114169,ASHIBINA CENTER (CDC),2011,92,,13-Apr-18,15987275.68,13216,1209.690956,92,N,Q1
MCIPAC,MCB Butler,1418193,HANSEN TLF,2019,100,,01-May-19,3828808.11,13216,289.7100567,100,N,Q1
MCIPAC,MCB Hawaii,18738,MCCS ADMIN,1943,75,,15-Sep-17,-8307536.58,8144,-1020.080621,75,N,Q2
MCIPAC,MCB Hawaii,18749,MAG-24 HQ/MALS-24 HQ/VMU-3,1941,80,,20-Oct-17,313560.88,8144,38.50207269,80,N,Q2
MCIPAC,MCB Hawaii,18773,INDOOR FITNESS FACILITY,1983,86,,09-Oct-17,1387610.42,8144,170.3843836,86,N,Q1
MCIPAC,MCB Hawaii,18955,EXCHANGE/MWR FOOD SVC,1998,87,,18-Oct-17,23969524.61,8144,2943.212747,87,N,Q1
MCIPAC,MCB Hawaii,18955,EXCHANGE/MWR FOOD SVC,1998,87,78,01-May-17,23969524.61,8144,2943.212747,78,Y,Q2
MCIPAC,MCB Hawaii,21927,MISSION OP CND & CTRL FAC,1942,70,,16-Oct-17,10716399.99,8144,1315.864439,70,N,Q3
MCIPAC,MCB Hawaii,21940,SUNSET LANAI ALL HANDS CLUB,1969,78,85,01-Feb-16,3001881.91,8144,368.600431,85,Y,Q1
MCIPAC,MCB Hawaii,21941,ENLISTED CLUB,1986,86,,10-Oct-17,-10485.16,8144,-1.28747053,86,N,Q1
MCIPAC,MCB Hawaii,21948,VACANT - PX ANNEX,1943,82,,09-Oct-17,-27893.4,8144,-3.425024558,82,N,Q1
MCIPAC,MCB Hawaii,22530,MAIN EXCHANGE,1997,86,,12-Oct-17,96716387.5,8144,11875.78432,86,N,Q1
MCIPAC,MCB Hawaii,22530,MAIN EXCHANGE,1997,86,81,01-May-17,96716387.5,8144,11875.78432,81,Y,Q1
MCIPAC,MCB Hawaii,23643,FAMILY SERVICES CENTER,1952,82,,05-Oct-17,-9364.7,8144,-1.149889489,82,N,Q1
MCIPAC,MCB Hawaii,23777,THEATER/LIBRARY,1941,74,,06-Oct-17,-6037459.12,8144,-741.3383006,74,N,Q2
MCIPAC,MCB Hawaii,23778,JOINT EDUCATIONAL SERVICES,1941,87,,11-Sep-17,-3637.04,8144,-0.446591356,87,N,Q1
MCIPAC,MCB Hawaii,24594,1ST BN/ 3RD MAR H&S CO.FITNESS REHAB/ HQ,1953,82,,16-Sep-17,313560.88,8144,38.50207269,82,N,Q1
MCIPAC,MCB Hawaii,24700,MARINE MART - SUBWAY,1984,83,,02-Dec-17,68252818.95,8144,8380.748889,83,N,Q1
MCIPAC,MCB Hawaii,24700,MARINE MART - SUBWAY,1984,83,69,01-Feb-16,68252818.95,8144,8380.748889,69,Y,Q3
MCIPAC,MCB Hawaii,24713,GOLF/SNCO CLUB HOUSE,1986,88,,04-Oct-17,30923364.53,8144,3797.073248,88,N,Q1
MCIPAC,MCB Hawaii,24713,GOLF/SNCO CLUB HOUSE,1986,88,78,01-Feb-17,30923364.53,8144,3797.073248,78,Y,Q2
MCIPAC,MCB Hawaii,24721,AUTO HOBBY SHOP,1985,91,,02-Dec-17,2392973.99,8144,293.8327591,91,N,Q1
MCIPAC,MCB Hawaii,24763,MCCS LIFEGUARD & ENVIRONMENTAL STORAGE,1969,77,,04-Oct-17,-517332.5,8144,-63.52314587,77,N,Q2
MCIPAC,MCB Hawaii,24793,MCCS VISUAL,1943,73,,04-Oct-17,-148558.82,8144,-18.2415054,73,N,Q2
MCIPAC,MCB Hawaii,24844,MOUT TRAING SUPPORT FACILITY,1957,50,,11-Oct-17,7560677.24,8144,928.3739244,50,N,Q4
MCIPAC,MCB Hawaii,24950,BOWLING ALLEY,1976,85,83.5,18-May-17,4195446.1,8144,515.1579199,83.5,Y,Q1
MCIPAC,MCB Hawaii,24951,MOKAPU MARINE MART & GAS LANES,1976,87,67,18-May-17,44110211.05,8144,5416.283282,67,Y,Q3
MCIPAC,MCB Hawaii,25335,TEMPORARY LODGING FACILITY,2002,91,86,18-May-17,11104.42,8144,1.363509332,86,Y,Q1
MCIPAC,MCB Hawaii,25366,KUPULAU CDC,1998,89,,17-Oct-17,11191287.28,8144,1374.175747,89,N,Q1
MCIPAC,MCB Hawaii,25397,WAREHOUSE,1942,81,,12-Oct-17,-21272847.42,8144,-2612.088337,81,N,Q1
MCIPAC,MCB Hawaii,25482,MCX ANNEX,1953,76,,21-Sep-17,74253550.01,8144,9117.577359,76,N,Q2
MCIPAC,MCB Hawaii,25482,MCX ANNEX,1953,76,72,18-May-17,74253550.01,8144,9117.577359,72,Y,Q2
MCIPAC,MCB Hawaii,25899,KLIPPER VILLAS,1974,84,,03-Oct-17,12482604.24,8144,1532.736277,84,N,Q1
MCIPAC,MCB Hawaii,25981,MCCS EXCHANGE MAINT WAREHOUSE AND OFFICES,1944,89,,14-Sep-17,-14074123.02,8144,-1728.158524,89,N,Q1
MCIPAC,MCB Hawaii,25984,EXCHANGE WAREHOUSE,1973,83,,16-Oct-17,-27052851.95,8144,-3321.813845,83,N,Q1
MCIPAC,MCB Hawaii,26518,INDOOR PHYSICAL FITNESS CENTER/RANGE STO,1986,85,,12-Oct-17,313560.88,8144,38.50207269,85,N,Q1
MCIPAC,MCB Hawaii,26634,ENLISTED CLUB,1974,79,,02-Dec-17,10665335.38,8144,1309.594226,79,N,Q2
MCIPAC,MCB Hawaii,26634,ENLISTED CLUB,1974,79,77,02-Feb-16,10665335.38,8144,1309.594226,77,Y,Q2
MCIPAC,MCB Hawaii,26728,MCCS FOOD SERVICE/SERVICE OUTLET,1962,76,,20-Oct-17,3643736.42,8144,447.4136076,76,N,Q2
MCIPAC,MCB Hawaii,26728,MCCS FOOD SERVICE/SERVICE OUTLET,1962,76,76,01-Feb-16,3643736.42,8144,447.4136076,76,Y,Q2
MCIPAC,MCB Hawaii,26734,MCCS BEACH CABINS OFFICE,1963,68,,09-Oct-17,4296265.26,8144,527.5374828,68,N,Q3
MCIPAC,MCB Hawaii,26751,"REFRESHMENT STAND, GOLF",1967,84,,14-Sep-17,1013914.03,8144,124.4982846,84,N,Q1
MCIPAC,MCB Hawaii,30156,CAR WASH FACILITY,2006,91,80,18-May-17,1941367.43,8144,238.3800872,80,Y,Q2
MCIPAC,MCB Hawaii,547876,OFFICERS' CLUB,1941,76,,11-Oct-17,11554933.23,8144,1418.827754,76,N,Q2
MCIPAC,MCB Hawaii,1011552,MCDONALDS,2009,100,,01-Jul-16,4333191.3,8144,532.0716233,100,N,Q1
MCIPAC,MCB Hawaii,1063503,MANANA CONVENIENCE STORE,2010,95,,11-Oct-17,3265089.75,8144,400.9196648,95,N,Q1
MCIPAC,MCB Hawaii,1063505,MANANA GAS LANES,2010,90,,11-Oct-17,4130473.08,8144,507.1798969,90,N,Q1
MCIPAC,MCB Hawaii,1063662,FUEL STORAGE FOR MARINE MART GAS LANES,2010,94,,19-Sep-17,56929374.34,8144,6990.345572,94,N,Q1
MCIPAC,MCB Hawaii,1093490,KULIA SEMPER FIT CENTER,2011,92,,09-Oct-17,2818902.64,8144,346.132446,92,N,Q1
MCIPAC,MCB Hawaii,1132510,LAULIMA CDC,2011,94,,16-Oct-17,6461017.42,8144,793.3469327,94,N,Q1
MCIPAC,MCB Hawaii,1141790,MARINA & OUTDOOR REC & EQUIPMENT CENTER,2012,94,95,01-Feb-16,20021594.76,8144,2458.447294,95,Y,Q1
MCIPAC,MCB Hawaii,1162659,FLIGHT LINE MARINE MART,2013,94,,20-Sep-17,14714026.47,8144,1806.73213,94,N,Q1
MCIPAC,MCB Hawaii,1162898,BATH HOUSE,1957,74,,13-Oct-17,8.18545E-12,8144,1.00509E-15,74,N,Q2
MCIPAC,MCB Hawaii,1162899,BATH HOUSE,1970,80,,11-Oct-17,6722.12,8144,0.825407662,80,N,Q2
MCIPAC,MCB Hawaii,1179932,FITNESS CENTER,2013,95,,11-Oct-17,158484.19,8144,19.46023944,95,N,Q1
MCIPAC,MCB Hawaii,1431203,SELDEN ST. MARINE MART,2020,100,,14-Aug-20,2062659.93,8144,253.273567,100,N,Q1
MCIWEST,MCAS Miramar,49360,LODGE HOUSE,1971,77,88,,2602282.76,8660,300.494545,88,Y,Q1
MCIWEST,MCAS Miramar,53150,MCCS AUTO HOBBY SHOP,1987,84,,13-Sep-19,2080936.77,8660,240.2929296,84,N,Q1
MCIWEST,MCAS Miramar,53161,THE BARN FITNESS CENTER,1954,82,,13-Sep-19,-19312.01,8660,-2.230024249,82,N,Q1
MCIWEST,MCAS Miramar,54007,OFFICERS CLUB,1965,85,78,13-Jun-17,10382994.35,8660,1198.960087,78,Y,Q2
MCIWEST,MCAS Miramar,55207,FIRESTONE COMPLETE AUTO CARE,1954,70,,26-Sep-13,28631047.92,8660,3306.125626,70,N,Q3
MCIWEST,MCAS Miramar,55217,MCX PRODUCTION / MAINTENANCE SHOP,1950,87,,20-Sep-19,-1284367.82,8660,-148.3103718,87,N,Q1
MCIWEST,MCAS Miramar,55233,FITNESS CENTER,1965,74,,10-Sep-19,-93409.25,8660,-10.78628753,74,N,Q2
MCIWEST,MCAS Miramar,55417,FITNESS CENTER,2001,89,,02-Oct-19,-23498.41,8660,-2.713442263,89,N,Q1
MCIWEST,MCAS Miramar,55438,MARINE MART,1972,84,,10-Oct-19,55239696.24,8660,6378.717811,84,N,Q1
MCIWEST,MCAS Miramar,55438,MARINE MART,1972,84,95,13-Jun-17,55239696.24,8660,6378.717811,95,Y,Q1
MCIWEST,MCAS Miramar,55442,MCCS INNS OF THE CORPS,2005,89,86,12-Jun-17,58852217.56,8660,6795.868079,86,Y,Q1
MCIWEST,MCAS Miramar,55448,TRAVEL/TICKET OFFICE,1972,83,,11-Sep-19,24680061.2,8660,2849.891594,83,N,Q1
MCIWEST,MCAS Miramar,55449,SMART CLINIC/HITT/MCCS FAMILY SERVICES,1973,80,,12-Sep-19,-97926.44,8660,-11.307903,80,N,Q2
MCIWEST,MCAS Miramar,56394,THE HUB,1954,79,,03-Oct-19,1688596.1,8660,194.9880023,79,N,Q2
MCIWEST,MCAS Miramar,56394,THE HUB,1954,79,82,14-Jan-16,1688596.1,8660,194.9880023,82,Y,Q1
MCIWEST,MCAS Miramar,56548,MARINE CORPS EXCHANGE,1984,86,,10-Sep-19,236187298.1,8660,27273.36006,86,N,Q1
MCIWEST,MCAS Miramar,56548,MARINE CORPS EXCHANGE,1984,86,99,12-Jan-16,236187298.1,8660,27273.36006,99,Y,Q1
MCIWEST,MCAS Miramar,56965,AUDITORIUM AND THEATER FACILITY,1944,61,,20-Sep-19,2229093.61,8660,257.4011097,61,N,Q3
MCIWEST,MCAS Miramar,56970,PARC/POST OFFICE/EXCHANGE/UNION,1944,63,,04-Oct-19,1733436.64,8660,200.1658938,63,N,Q3
MCIWEST,MCAS Miramar,56974,MCCS/FAMILY SVC/BLDG,1945,72,,14-Oct-19,-18694139.09,8660,-2158.676569,72,N,Q2
MCIWEST,MCAS Miramar,56975,MCCS FAMILY BEHAVIORAL HEALTH SERVICE CENTER,1996,90,,09-Oct-19,-10031.42,8660,-1.158362587,90,N,Q1
MCIWEST,MCAS Miramar,1013680,DENNY'S/GOLF COURSE CLUB HOUSE/PRO SHOP,2009,90,,17-Sep-19,13355635.84,8660,1542.221229,90,N,Q1
MCIWEST,MCAS Miramar,1013680,DENNY'S/GOLF COURSE CLUB HOUSE/PRO SHOP,2009,90,99,12-Jan-16,13355635.84,8660,1542.221229,99,Y,Q1
MCIWEST,MCAS Miramar,1055466,,,,,,7193321.7,8660,830.6376097,,N,Q4
MCIWEST,MCAS Miramar,1139510,EXCHANGE GAS AND SERVICE,2012,94,93,12-Jun-17,139418106.6,8660,16099.08852,93,Y,Q1
MCIWEST,MCAS Miramar,1139511,EXCHANGE CAR WASH,2012,96,,17-Sep-19,5973642.18,8660,689.7970185,96,N,Q1
MCIWEST,MCAS Miramar,1321242,,,,,,33352275.49,8660,3851.30202,,N,Q4
MCIWEST,MCAS Pendleton,22740,SERVICES FACILITY,1987,85,,30-Aug-19,4989597.49,35745,139.5886835,85,N,Q1
MCIWEST,MCAS Pendleton,22740,SERVICES FACILITY,1987,85,91,12-Sep-17,4989597.49,35745,139.5886835,91,Y,Q1
MCIWEST,MCAS Yuma,31546,EDUCATION CENTER,1988,92,,07-Jan-20,1232.64,3772,0.32678685,92,N,Q1
MCIWEST,MCAS Yuma,32415,MULTI-USE TENANT BLDG - CADC,1972,83,,17-Jan-20,3156727.4,3772,836.8842524,83,N,Q1
MCIWEST,MCAS Yuma,32415,MULTI-USE TENANT BLDG - CADC,1972,83,73,22-Mar-17,3156727.4,3772,836.8842524,73,Y,Q2
MCIWEST,MCAS Yuma,33731,BASE AUDITORIUM,1956,75,74,20-Mar-17,618736.02,3772,164.0339396,74,Y,Q2
MCIWEST,MCAS Yuma,33732,SUNSET LANE BOWLING ALLEY,1966,84,,21-Jan-20,855298.73,3772,226.7493982,84,N,Q1
MCIWEST,MCAS Yuma,33733,OUTDOOR REC SWIMMING POOL,1943,33,,20-Aug-15,-129515.72,3772,-34.33608696,33,N,Q4
MCIWEST,MCAS Yuma,33735,POST OFFICE/LIBRARY,1976,91,,13-Jan-20,-2023.54,3772,-0.536463415,91,N,Q1
MCIWEST,MCAS Yuma,33737,MCCS ADMINISTRATION OFFICE,1976,90,,16-Jan-20,-6285492.68,3772,-1666.355429,90,N,Q1
MCIWEST,MCAS Yuma,33860,CHILD DEVELOPMENT CENTER,1975,89,,20-Jan-20,11119088.12,3772,2947.796426,89,N,Q1
MCIWEST,MCAS Yuma,33863,INNS OF THE CORPS YUMA,1997,89,86,21-Mar-17,12354808.17,3772,3275.399833,86,Y,Q1
MCIWEST,MCAS Yuma,35076,YOUTH CENTER,2007,86,,19-Jan-20,2887102.38,3772,765.4036002,86,N,Q1
MCIWEST,MCAS Yuma,35366,STATION GYMNASIUM,1969,88,,13-Jan-20,-199741.5,3772,-52.95373807,88,N,Q1
MCIWEST,MCAS Yuma,35370,AZ ADVENTURES OUTDOOR RECREATION,1990,84,,16-Jan-20,-434735.21,3772,-115.253237,84,N,Q1
MCIWEST,MCAS Yuma,35371,AUTO HOBBY SHOP/MCCS SERVICE SHOP,1997,85,,16-Jan-20,3452355.41,3772,915.2585923,85,N,Q1
MCIWEST,MCAS Yuma,35371,AUTO HOBBY SHOP/MCCS SERVICE SHOP,1997,85,80,20-Mar-17,3452355.41,3772,915.2585923,80,Y,Q2
MCIWEST,MCAS Yuma,35374,SELF SERVICE CAR WASH,1995,87,,15-Jan-20,644155.46,3772,170.7729215,87,N,Q1
MCIWEST,MCAS Yuma,35377,MCX SERVICE MART/GAS SERVICE STATION,1997,85,,16-Jan-20,35195872.54,3772,9330.82517,85,N,Q1
MCIWEST,MCAS Yuma,35377,MCX SERVICE MART/GAS SERVICE STATION,1997,85,78,20-Mar-17,35195872.54,3772,9330.82517,78,Y,Q2
MCIWEST,MCAS Yuma,35380,FAMILY SERVICES CENTER,1956,79,,15-Jan-20,-38462.36,3772,-10.19680806,79,N,Q2
MCIWEST,MCAS Yuma,37355,RV STORAGE LOT - MCCS,2006,98,,20-Aug-15,659544.72,3772,174.852789,98,N,Q1
MCIWEST,MCAS Yuma,38475,OFFICE/GENERAL STORE,1998,89,76.5,21-Mar-17,1204493.9,3772,319.325,76.5,Y,Q2
MCIWEST,MCAS Yuma,38926,SONORAN PUEBLO CONSOLIDATED CLUB/SMP,2000,89,,09-Jan-20,264811.32,3772,70.20448568,89,N,Q1
MCIWEST,MCAS Yuma,38926,SONORAN PUEBLO CONSOLIDATED CLUB/SMP,2000,89,89,20-Mar-17,264811.32,3772,70.20448568,89,Y,Q1
MCIWEST,MCAS Yuma,39532,BASE OPERATIONS/AFTERBURNER RESTAURANT,1966,80,75,20-Mar-17,3168376.06,3772,839.9724443,75,Y,Q2
MCIWEST,MCAS Yuma,1033816,MCX - MARINE CORPS EXCHANGE,2009,88,94.8,20-Mar-17,82100446.64,3772,21765.75998,94.8,Y,Q1
MCIWEST,MCAS Yuma,1431331,MCX MARINE MART,2020,100,,23-Nov-20,156378.86,3772,41.45781018,100,N,Q1
MCIWEST,MCB Pendleton,29386,SAN ONOFRE SVC STN / MINI-MART ($MC),1975,87,,09-Aug-19,4080550.93,35745,114.1572508,87,N,Q1
MCIWEST,MCB Pendleton,29386,SAN ONOFRE SVC STN / MINI-MART ($MC),1975,87,75,13-Sep-17,4080550.93,35745,114.1572508,75,Y,Q2
MCIWEST,MCB Pendleton,29387,"EXCHANGE ($MC), DISTRIB WHSE ($MA)",1975,78,,14-Aug-19,21554943.19,35745,603.0198123,78,N,Q2
MCIWEST,MCB Pendleton,29387,"EXCHANGE ($MC), DISTRIB WHSE ($MA)",1975,78,100,16-Feb-22,21554943.19,35745,603.0198123,100,Y,Q1
MCIWEST,MCB Pendleton,29442,MCX CONVENIENCE STORE ($MC),2005,90,93,09-Feb-22,24538948.78,35745,686.5001757,93,Y,Q1
MCIWEST,MCB Pendleton,1200448,,,,,,6072303.63,35745,169.8784062,,N,Q4
MCIWEST,MCB Pendleton,1447933,EXCHANGE GAS/SERVICE AND AUTO REPAIR STATION,2007,100,99,16-Feb-22,2581689.24,35745,72.22518506,99,Y,Q1
MCIWEST,MCLB Barstow,32957,GOLF COURSE,1951,80,,20-Aug-15,-55311.34,75,-737.4845333,80,N,Q2
MCIWEST,MCLB Barstow,35202,RECREATIONAL(RV) CAMPGROUND,1995,94,,20-Aug-15,1454830.08,75,19397.7344,94,N,Q1
MCIWEST,MCLB Barstow,985425,MARINE CORPS EXCHANGE-YERMO,2008,93,96,18-Jul-17,3472227.97,75,46296.37293,96,Y,Q1
MCIWEST,MCLB Barstow,1071474,SATELLITE EXCHANGE-IN MDMC,2010,92,95,18-Jul-17,2407659.33,75,32102.1244,95,Y,Q1
MCIWEST,MCLB Barstow,1237389,GOLF CLUB HOUSE,2015,99,98,18-Jul-17,315306.2,75,4204.082667,98,Y,Q1
SLTI,MCAGCC 29 Palms,36583,EXCHANGE WAREHOUSE,1998,89,83,26-May-17,21463407.57,10953,1959.591671,83,Y,Q1
SLTI,MCAGCC 29 Palms,39559,DI CARLO'S ITALIAN CAFE,1990,90,,22-Oct-13,661482.18,10953,60.39278554,90,N,Q1
SLTI,MCAGCC 29 Palms,39560,AUTO HOBBY SHOP (MAIN)/NAPA,1989,88,,25-Oct-19,-88955.98,10953,-8.121608692,88,N,Q1
SLTI,MCAGCC 29 Palms,42225,OFFICERS CLUB/CONFCTR/RESTUR,1954,84,88,27-Jul-17,2185012.89,10953,199.4899014,88,Y,Q1
SLTI,MCAGCC 29 Palms,42227,OFFICER'S FAMILY POOL,1960,60,,20-Aug-15,-27568.98,10953,-2.517025472,60,N,Q4
SLTI,MCAGCC 29 Palms,42240,BOWLING CENTER,1977,81,85,26-May-17,1864165.62,10953,170.1968064,85,Y,Q1
SLTI,MCAGCC 29 Palms,42245,EAST GYMNASIUM,1988,85,,21-Oct-19,-784562.7,10953,-71.629937,85,N,Q1
SLTI,MCAGCC 29 Palms,42675,SMP/THE ZONE/DOMINOS,1957,62,,10-Dec-13,2541154.44,10953,232.0053355,62,N,Q3
SLTI,MCAGCC 29 Palms,42677,INDOOR PHYSICAL FITNESS CENTER,1974,89,,17-Oct-19,-4791415.34,10953,-437.4523272,89,N,Q1
SLTI,MCAGCC 29 Palms,43329,CUSTOMER OPERATED CAR WASH,1992,89,,12-Feb-08,1293530.26,10953,118.0982617,89,N,Q1
SLTI,MCAGCC 29 Palms,43332,EXCHANGE INSTALLATION WAREHOUSE,1986,84,,31-Oct-13,919535.82,10953,83.95287319,84,N,Q1
SLTI,MCAGCC 29 Palms,44626,YOUTH CENTER,1988,87,,14-Nov-19,-110505.18,10953,-10.08903314,87,N,Q1
SLTI,MCAGCC 29 Palms,44869,CAMP WILSON EXCHANGE,2010,88,85,26-May-17,50879949.49,10953,4645.298045,85,Y,Q1
SLTI,MCAGCC 29 Palms,44882,WARRIOR CLUB,1994,87,,18-Nov-19,24483015.81,10953,2235.279449,87,N,Q1
SLTI,MCAGCC 29 Palms,44883,"FITNESS CENTER, ESB",1998,90,,14-Nov-19,-91214.72,10953,-8.327829818,90,N,Q1
SLTI,MCAGCC 29 Palms,44920,WOOD HOBBY SHOP,1962,77,,23-Dec-13,440232.8,10953,40.19289692,77,N,Q2
SLTI,MCAGCC 29 Palms,45636,BASE AUDITORIUM & THEATER,1954,83,,22-Oct-19,3458502.4,10953,315.7584589,83,N,Q1
SLTI,MCAGCC 29 Palms,45643,JERSEY MIKE'S/GAME STOP,1983,88,,21-Oct-19,1719163.18,10953,156.9582014,88,N,Q1
SLTI,MCAGCC 29 Palms,45646,WEST GYMNASIUM,1975,85,,21-Oct-19,-656487.46,10953,-59.93677166,85,N,Q1
SLTI,MCAGCC 29 Palms,45648,MCCS VENDOR & FITNESS ROOM,1962,81,,26-Nov-13,150274.76,10953,13.71996348,81,N,Q1
SLTI,MCAGCC 29 Palms,45846,GOLF COURSE,1962,80,,20-Aug-15,-2841329.03,10953,-259.4110317,80,N,Q2
SLTI,MCAGCC 29 Palms,45848,GOLF COURSE CLUBHOUSE,2004,86,94,26-May-17,234084.01,10953,21.37167991,94,Y,Q1
SLTI,MCAGCC 29 Palms,46228,CHILD DEVELOPMENT CENTER #2,1998,88,,14-Nov-19,7203131.5,10953,657.640053,88,N,Q1
SLTI,MCAGCC 29 Palms,46233,BATH HOUSE,1998,88,,15-Nov-19,-53144,10953,-4.852004017,88,N,Q1
SLTI,MCAGCC 29 Palms,46725,ADMINISTRATIVE OFFICE,1954,87,,17-Oct-19,205978.66,10953,18.80568429,87,N,Q1
SLTI,MCAGCC 29 Palms,46728,CENTER LIBRARY,1954,88,,17-Oct-19,-323216.7,10953,-29.50942208,88,N,Q1
SLTI,MCAGCC 29 Palms,46738,ALL HANDS CLUB/GET WET SCUBA,1957,83,,01-Dec-13,3105885.55,10953,283.564827,83,N,Q1
SLTI,MCAGCC 29 Palms,46738,ALL HANDS CLUB/GET WET SCUBA,1957,83,78,27-Jul-17,3105885.55,10953,283.564827,78,Y,Q2
SLTI,MCAGCC 29 Palms,47089,OUTDOOR ADVENTURES ISSUE/STG,1985,78,,15-Oct-19,69438.58,10953,6.339685931,78,N,Q2
SLTI,MCAGCC 29 Palms,47090,MWR OUTDOOR RECREATION CENTER,1986,90,,20-Aug-15,1667089.36,10953,152.203904,90,N,Q1
SLTI,MCAGCC 29 Palms,47876,TEMPORARY LODGING FACILITY,1985,86,78,26-May-17,12299268.26,10953,1122.913198,78,Y,Q2
SLTI,MCAGCC 29 Palms,47883,TWILIGHT DUNES RV PARK,1985,70,,20-Aug-15,4762997.92,10953,434.8578399,70,N,Q3
SLTI,MCAGCC 29 Palms,48183,COYOTE CAFE,1988,86,,06-Nov-19,19096087.96,10953,1743.457314,86,N,Q1
SLTI,MCAGCC 29 Palms,48183,COYOTE CAFE,1988,86,76,26-May-17,19096087.96,10953,1743.457314,76,Y,Q2
SLTI,MCAGCC 29 Palms,48200,HANDBALL COURTS,1976,83,,20-Dec-13,-216318.6,10953,-19.74971241,83,N,Q1
SLTI,MCAGCC 29 Palms,48372,HOSPITAL-TWENTYNINE PALMS,1994,87,78,17-Jul-17,2079374.55,10953,189.8452068,78,Y,Q2
