Region,Installation,RPUID,Asset_Name,build_dt,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
SLTI,MCAGCC 29 Palms,48657,BATH HOUSE,1962,78,,06-Nov-19,-422556.92,10953,-38.57910344,78,N,Q2
SLTI,MCAGCC 29 Palms,549079,CONDOR MALL RETAIL EXCHANGE,1961,86,,11-Nov-13,-26696990.33,10953,-2437.413524,86,N,Q1
SLTI,MCAGCC 29 Palms,549079,CONDOR MALL RETAIL EXCHANGE,1961,86,79,26-May-17,-26696990.33,10953,-2437.413524,79,Y,Q2
SLTI,MCAGCC 29 Palms,549088,COMMUNITY CENTER,1998,91,,31-Oct-13,579793.56,10953,52.93468091,91,N,Q1
SLTI,MCAGCC 29 Palms,986924,CARL'S JR.,1990,92,,20-Aug-15,1633876.48,10953,149.171595,92,N,Q1
SLTI,MCAGCC 29 Palms,1043841,LOCATION EXCHANGE,2010,92,,01-Nov-19,27972736.17,10953,2553.888083,92,N,Q1
SLTI,MCAGCC 29 Palms,1043841,LOCATION EXCHANGE,2010,92,88,26-May-17,27972736.17,10953,2553.888083,88,Y,Q1
SLTI,MCAGCC 29 Palms,1080999,OUTDOOR COURT,2010,99,,20-Aug-15,2839085.8,10953,259.2062266,99,N,Q1
SLTI,MCAGCC 29 Palms,1086138,EXCHANGE RETAIL,2011,91,,18-Oct-19,287968989.6,10953,26291.33476,91,N,Q1
SLTI,MCAGCC 29 Palms,1086138,EXCHANGE RETAIL,2011,91,94,26-May-17,287968989.6,10953,26291.33476,94,Y,Q1
SLTI,MCAGCC 29 Palms,1132917,MARINE MART GAS TANKS,2010,90,,20-Aug-15,52195427.96,10953,4765.400161,90,N,Q1
SLTI,MCAGCC 29 Palms,1139401,CHILD DEVELOPMENT CENTER BLDGS -1 THRU -6,2016,97,,01-Nov-19,18963293.76,10953,1731.333311,97,N,Q1
SLTI,MCAGCC 29 Palms,1161435,RV/BOAT STORAGE COMPOUND,2012,90,,20-Aug-15,501462,10953,45.78307313,90,N,Q1
SLTI,MCAGCC 29 Palms,1213015,,,,99,26-May-17,8662000.05,10953,790.8335661,99,Y,Q1
SLTI,MCAGCC 29 Palms,1213024,,,,,,15440955.2,10953,1409.746663,,N,Q4
SLTI,MCRD San Diego,49676,G6/CAMPING CONNECTION,1941,81,,15-Apr-19,-470706.81,2111,-222.9781194,81,N,Q1
SLTI,MCRD San Diego,52610,MCCS ADMIN/SERVICES/IT/TRNG,1921,84,,18-Apr-19,528764.39,2111,250.4805258,84,N,Q1
SLTI,MCRD San Diego,52610,MCCS ADMIN/SERVICES/IT/TRNG,1921,84,83,12-Jan-16,528764.39,2111,250.4805258,83,Y,Q1
SLTI,MCRD San Diego,52611,MC EXCHANGE,1922,85,,19-Apr-19,58158834.79,2111,27550.37176,85,N,Q1
SLTI,MCRD San Diego,52611,MC EXCHANGE,1922,85,81,12-Jan-16,58158834.79,2111,27550.37176,81,Y,Q1
SLTI,MCRD San Diego,52612,EDUCATIONAL SERVICES,1936,82,,30-Apr-19,-144.8,2111,-0.068593084,82,N,Q1
SLTI,MCRD San Diego,52617,PHILLIPS HALL FITNESS CENTER,1922,71,,13-Apr-19,-7103.32,2111,-3.364907627,71,N,Q2
SLTI,MCRD San Diego,52618,BOAT HOUSE,1936,71,,30-Apr-19,45112.42,2111,21.3701658,71,N,Q2
SLTI,MCRD San Diego,52619,BAY VIEW RESTAURANT,1938,76,79,13-Jun-17,8567052.79,2111,4058.291232,79,Y,Q2
SLTI,MCRD San Diego,52620,FAMILY SERVICE CENTER,1923,69,,30-Apr-19,-537.14,2111,-0.254448129,69,N,Q3
SLTI,MCRD San Diego,52625,MCX CENTRAL/WH/MS/POST OFFICE,1941,64,,30-Apr-19,-13212992.65,2111,-6259.115419,64,N,Q3
SLTI,MCRD San Diego,52630,EXCH STOREHOUSE/RETAIL,1925,83,,30-Apr-19,34181845.22,2111,16192.25259,83,N,Q1
SLTI,MCRD San Diego,52630,EXCH STOREHOUSE/RETAIL,1925,83,78,12-Jan-16,34181845.22,2111,16192.25259,78,Y,Q2
SLTI,MCRD San Diego,53280,MCCS/HRO/ADMIN/CLSROOM,1920,84,,18-Apr-19,-12141962.24,2111,-5751.758522,84,N,Q1
SLTI,MCRD San Diego,55076,BASEBALL FIELD,1944,88,,10-Aug-16,-48607.14,2111,-23.02564661,88,N,Q1
SLTI,MCRD San Diego,55925,RECREATION CENTER/BOWLING ALLEY,1972,81,,19-Apr-19,2102016.99,2111,995.744666,81,N,Q1
SLTI,MCRD San Diego,55928,RECRUIT EXCHANGE COMPLEX,1977,85,,18-Apr-19,141081915,2111,66831.79297,85,N,Q1
SLTI,MCRD San Diego,55928,RECRUIT EXCHANGE COMPLEX,1977,85,73,13-Jun-17,141081915,2111,66831.79297,73,Y,Q2
SLTI,MCRD San Diego,55946,MCCS/EMER TROOP HSG,1921,81,,19-Apr-19,-3063.18,2111,-1.451056371,81,N,Q1
SLTI,MCRD San Diego,55950,MCX SELF-SERVICE CARWASH,1980,84,,15-Apr-19,221387.28,2111,104.8731786,84,N,Q1
SLTI,MCRD San Diego,56522,LIBRARY/EMERTROOP HSG/ADMIN,1925,84,,19-Apr-19,2586.84,2111,1.225409758,84,N,Q1
SLTI,MCRD San Diego,1063332,MINI MART GAS STATION,2000,92,84,13-Jun-17,53930701.91,2111,25547.46656,84,Y,Q1
SLTI,MCRD San Diego,1368913,RV STORAGE LOT A,1977,83,,01-Jul-77,7743828.06,2111,3668.322151,83,N,Q1
SLTI,MCRD San Diego,1368914,RV STORAGE LOT C,2011,85,,01-Jul-77,7743828.06,2111,3668.322151,85,N,Q1
SLTI,MWTC Bridgeport,33304,MULTI-PURPOSE COMPLEX,1990,89,,05-Nov-19,16527456.38,174,94985.38149,89,N,Q1
SLTI,MWTC Bridgeport,33307,GYM/OUTDOOR ADV. FACILITY,1991,88,,05-Nov-19,35040.04,174,201.3795402,88,N,Q1
SLTI,MWTC Bridgeport,1091063,CHILD DEVELOPMENT CENTER,2010,92,,12-Nov-19,786954.86,174,4522.72908,92,N,Q1
SLTI,MWTC Bridgeport,1274305,,,,,,443958.24,174,2551.484138,,N,Q4
SLTI,MWTC Bridgeport,1322743,,,,,,742819.35,174,4269.076724,,N,Q4
